FunID1,FunID2,Type
12614306,21870537,T1
4623013,12614306,T1
11548511,12614306,T1
831650,12614306,T1
12614306,17456566,T1
3768629,12614306,T1
12614306,19142737,T1
6814855,12614306,T1
12614306,19584878,T1
12614306,13028547,T1
11319480,12614306,T1
12614306,16466520,T1
12614306,16388708,T1
12614306,16224018,T1
12614306,14183084,T1
367771,12614306,T1
2711645,12614306,T1
12172485,12614306,T1
12614306,14317426,T1
1458629,12614306,T1
12614306,15571542,T1
250596,12614306,T1
10287987,12614306,T1
6244937,12614306,T1
6061403,12614306,T1
1421558,12614306,T1
12614306,13902981,T1
8612648,12614306,T1
12614306,22246375,T1
12614306,13783899,T1
7132186,12614306,T1
9693857,12614306,T1
12614306,18731110,T1
1966263,12614306,T1
8778962,12614306,T1
411631,12614306,T1
12614306,19912848,T1
12614306,21488869,T1
2532322,12614306,T1
12614306,16351776,T1
4518934,12614306,T1
948487,12614306,T1
8625347,12614306,T1
4471001,12614306,T1
12614306,22993368,T1
9088423,12614306,T1
151885,694747,T1
255765,694747,T1
303078,694747,T1
581756,694747,T1
694747,949327,T1
692680,694747,T1
190292,694747,T1
694747,7225732,T1
417300,694747,T1
291167,694747,T1
150478,335223,T1
150478,606859,T1
150478,755203,T1
150478,792644,T1
78966,150478,T1
33845,150478,T1
150478,567476,T1
150478,638963,T1
150478,810724,T1
150478,850680,T1
150478,839385,T1
150478,288978,T1
150478,586503,T1
150478,934048,T1
116038,150478,T1
150478,804637,T1
150478,346058,T1
150478,534739,T1
150478,413562,T1
150478,810884,T1
150478,536614,T1
150478,822452,T1
150478,601908,T1
150478,811157,T1
150478,536222,T1
150478,814473,T1
150478,950938,T1
150478,896372,T1
40044,150478,T1
150478,662799,T1
150478,597134,T1
150478,854262,T1
150478,649595,T1
150478,801395,T1
150478,665978,T1
150478,621362,T1
150478,189963,T1
150478,258490,T1
150478,653541,T1
150478,624490,T1
150478,636262,T1
150478,397240,T1
150478,908793,T1
150478,841724,T1
150478,241286,T1
150478,414463,T1
150478,614390,T1
126187,150478,T1
150478,708766,T1
46158,150478,T1
150478,832329,T1
137780,150478,T1
150478,305886,T1
150478,339301,T1
150478,332635,T1
150478,213301,T1
150478,946865,T1
44949,150478,T1
10851,150478,T1
150478,223631,T1
150478,330216,T1
88047,150478,T1
150478,530882,T1
150478,300397,T1
150478,168607,T1
150478,820905,T1
150478,228925,T1
150478,916271,T1
150478,896701,T1
47337,150478,T1
150478,668660,T1
150478,949221,T1
150478,840277,T1
150478,292999,T1
150478,751335,T1
150478,161844,T1
150478,470160,T1
92552,150478,T1
150478,793635,T1
150478,370982,T1
150478,746544,T1
93208,150478,T1
150478,777609,T1
150478,302513,T1
150478,689689,T1
150478,272875,T1
150478,303331,T1
150478,896284,T1
130757,150478,T1
150478,184741,T1
150478,567313,T1
150478,709584,T1
79355,150478,T1
150478,813913,T1
150478,210587,T1
3061453,22501706,T1
3061453,8273323,T1
983036,3061453,T1
3061453,3978710,T1
3061453,7019244,T1
3061453,19141603,T1
3061453,8219190,T1
3061453,10695599,T1
2867246,3387990,T1
6150059,8001867,T1
335223,606859,T1
335223,755203,T1
335223,792644,T1
78966,335223,T1
33845,335223,T1
335223,567476,T1
335223,638963,T1
335223,810724,T1
335223,850680,T1
335223,839385,T1
288978,335223,T1
335223,586503,T1
335223,934048,T1
116038,335223,T1
335223,804637,T1
335223,346058,T1
335223,534739,T1
335223,413562,T1
335223,810884,T1
335223,536614,T1
335223,822452,T1
335223,601908,T1
335223,811157,T1
335223,536222,T1
335223,814473,T1
335223,950938,T1
335223,896372,T1
40044,335223,T1
335223,662799,T1
335223,597134,T1
335223,854262,T1
335223,649595,T1
335223,801395,T1
335223,665978,T1
335223,621362,T1
189963,335223,T1
258490,335223,T1
335223,653541,T1
335223,624490,T1
335223,636262,T1
335223,397240,T1
335223,908793,T1
335223,841724,T1
241286,335223,T1
335223,414463,T1
335223,614390,T1
126187,335223,T1
335223,708766,T1
46158,335223,T1
335223,832329,T1
137780,335223,T1
305886,335223,T1
335223,339301,T1
332635,335223,T1
213301,335223,T1
335223,946865,T1
44949,335223,T1
10851,335223,T1
223631,335223,T1
330216,335223,T1
88047,335223,T1
335223,530882,T1
300397,335223,T1
168607,335223,T1
335223,820905,T1
228925,335223,T1
335223,916271,T1
335223,896701,T1
47337,335223,T1
335223,668660,T1
335223,949221,T1
335223,840277,T1
292999,335223,T1
335223,751335,T1
161844,335223,T1
335223,470160,T1
92552,335223,T1
335223,793635,T1
335223,370982,T1
335223,746544,T1
93208,335223,T1
335223,777609,T1
302513,335223,T1
335223,689689,T1
272875,335223,T1
303331,335223,T1
335223,896284,T1
130757,335223,T1
184741,335223,T1
335223,567313,T1
335223,709584,T1
79355,335223,T1
335223,813913,T1
210587,335223,T1
4889303,22207815,T1
606859,755203,T1
606859,792644,T1
78966,606859,T1
33845,606859,T1
567476,606859,T1
606859,638963,T1
606859,810724,T1
606859,850680,T1
606859,839385,T1
288978,606859,T1
586503,606859,T1
606859,934048,T1
116038,606859,T1
606859,804637,T1
346058,606859,T1
534739,606859,T1
413562,606859,T1
606859,810884,T1
536614,606859,T1
606859,822452,T1
601908,606859,T1
606859,811157,T1
536222,606859,T1
606859,814473,T1
606859,950938,T1
606859,896372,T1
40044,606859,T1
606859,662799,T1
597134,606859,T1
606859,854262,T1
606859,649595,T1
606859,801395,T1
606859,665978,T1
606859,621362,T1
189963,606859,T1
258490,606859,T1
606859,653541,T1
606859,624490,T1
606859,636262,T1
397240,606859,T1
606859,908793,T1
606859,841724,T1
241286,606859,T1
414463,606859,T1
606859,614390,T1
126187,606859,T1
606859,708766,T1
46158,606859,T1
606859,832329,T1
137780,606859,T1
305886,606859,T1
339301,606859,T1
332635,606859,T1
213301,606859,T1
606859,946865,T1
44949,606859,T1
10851,606859,T1
223631,606859,T1
330216,606859,T1
88047,606859,T1
530882,606859,T1
300397,606859,T1
168607,606859,T1
606859,820905,T1
228925,606859,T1
606859,916271,T1
606859,896701,T1
47337,606859,T1
606859,668660,T1
606859,949221,T1
606859,840277,T1
292999,606859,T1
606859,751335,T1
161844,606859,T1
470160,606859,T1
92552,606859,T1
606859,793635,T1
370982,606859,T1
606859,746544,T1
93208,606859,T1
606859,777609,T1
302513,606859,T1
606859,689689,T1
272875,606859,T1
303331,606859,T1
606859,896284,T1
130757,606859,T1
184741,606859,T1
567313,606859,T1
606859,709584,T1
79355,606859,T1
606859,813913,T1
210587,606859,T1
153462,647710,T1
153462,555928,T1
30237,153462,T1
153462,386316,T1
2467221,12345227,T1
2467221,19994918,T1
308643,727183,T1
308643,587124,T1
308643,481939,T1
210006,308643,T1
308643,942693,T1
308643,460892,T1
282431,308643,T1
308643,628819,T1
308643,861011,T1
308643,340064,T1
308643,892621,T1
308643,812803,T1
7667,308643,T1
308643,523070,T1
308643,945607,T1
308643,645756,T1
112491,308643,T1
308643,333433,T1
308643,320979,T1
308643,800221,T1
308643,888827,T1
189777,308643,T1
268806,308643,T1
308643,653371,T1
308643,555513,T1
308643,860578,T1
308643,778678,T1
274159,308643,T1
119263,308643,T1
661,308643,T1
308643,679959,T1
308643,775729,T1
308643,823074,T1
131811,308643,T1
308643,492619,T1
181591,308643,T1
308643,310580,T1
308643,621591,T1
204078,308643,T1
100791,308643,T1
235245,308643,T1
81287,308643,T1
308643,764085,T1
308643,643933,T1
308643,689011,T1
308643,952242,T1
308643,482330,T1
308643,709767,T1
308643,473797,T1
62362,308643,T1
308643,569269,T1
308643,364438,T1
308643,736738,T1
238176,308643,T1
308643,480017,T1
308643,608747,T1
9563,308643,T1
308643,680174,T1
257201,308643,T1
308643,601526,T1
308643,941896,T1
308643,820872,T1
308643,859157,T1
146579,308643,T1
308643,935017,T1
308643,310182,T1
280040,308643,T1
308643,604392,T1
308643,420619,T1
308643,922476,T1
308643,838844,T1
308643,778641,T1
308643,441377,T1
137600,308643,T1
308643,649639,T1
308643,737699,T1
120730,308643,T1
91017,308643,T1
308643,704314,T1
149935,308643,T1
38361,308643,T1
308643,682785,T1
308643,849586,T1
308643,433062,T1
308643,413237,T1
120707,308643,T1
308643,543096,T1
272355,308643,T1
308643,615902,T1
253661,308643,T1
47756,308643,T1
308643,520600,T1
161760,308643,T1
308643,431827,T1
308643,756962,T1
308643,765103,T1
308643,536114,T1
145197,308643,T1
44823,308643,T1
308643,860848,T1
276152,322658,T1
322658,372172,T1
322658,494226,T1
587124,727183,T1
481939,727183,T1
210006,727183,T1
727183,942693,T1
460892,727183,T1
282431,727183,T1
628819,727183,T1
727183,861011,T1
340064,727183,T1
727183,892621,T1
727183,812803,T1
7667,727183,T1
523070,727183,T1
727183,945607,T1
645756,727183,T1
112491,727183,T1
333433,727183,T1
320979,727183,T1
727183,800221,T1
727183,888827,T1
189777,727183,T1
268806,727183,T1
653371,727183,T1
555513,727183,T1
727183,860578,T1
727183,778678,T1
274159,727183,T1
119263,727183,T1
661,727183,T1
679959,727183,T1
727183,775729,T1
727183,823074,T1
131811,727183,T1
492619,727183,T1
181591,727183,T1
310580,727183,T1
621591,727183,T1
204078,727183,T1
100791,727183,T1
235245,727183,T1
81287,727183,T1
727183,764085,T1
643933,727183,T1
689011,727183,T1
727183,952242,T1
482330,727183,T1
709767,727183,T1
473797,727183,T1
62362,727183,T1
569269,727183,T1
364438,727183,T1
727183,736738,T1
238176,727183,T1
480017,727183,T1
608747,727183,T1
9563,727183,T1
680174,727183,T1
257201,727183,T1
601526,727183,T1
727183,941896,T1
727183,820872,T1
727183,859157,T1
146579,727183,T1
727183,935017,T1
310182,727183,T1
280040,727183,T1
604392,727183,T1
420619,727183,T1
727183,922476,T1
727183,838844,T1
727183,778641,T1
441377,727183,T1
137600,727183,T1
649639,727183,T1
727183,737699,T1
120730,727183,T1
91017,727183,T1
704314,727183,T1
149935,727183,T1
38361,727183,T1
682785,727183,T1
727183,849586,T1
433062,727183,T1
413237,727183,T1
120707,727183,T1
543096,727183,T1
272355,727183,T1
615902,727183,T1
253661,727183,T1
47756,727183,T1
520600,727183,T1
161760,727183,T1
431827,727183,T1
727183,756962,T1
727183,765103,T1
536114,727183,T1
145197,727183,T1
44823,727183,T1
727183,860848,T1
4623012,8625346,T1
367770,4623012,T1
4623012,14317425,T1
4623012,18269744,T1
2461168,4623012,T1
4623012,8793825,T1
4623012,16351775,T1
4623012,7760800,T1
4623012,16224017,T1
4623012,13783898,T1
4623012,19584877,T1
2711644,4623012,T1
4623012,8778961,T1
4623012,12172484,T1
4623012,15571541,T1
1458628,4623012,T1
411630,4623012,T1
3768628,4623012,T1
831649,4623012,T1
4623012,6814854,T1
4623012,18623182,T1
1421557,4623012,T1
4623012,14183083,T1
4623012,16466519,T1
4623012,22246374,T1
250595,4623012,T1
4623012,7132185,T1
4623012,9693856,T1
948486,4623012,T1
1966262,4623012,T1
4623012,10287986,T1
4623012,18731109,T1
4623012,19142736,T1
4623012,6244936,T1
4623012,13028546,T1
2532321,4623012,T1
4623012,11319479,T1
4623012,16388707,T1
4623012,13902980,T1
4623012,8612647,T1
4518933,4623012,T1
4623012,12678588,T1
4623012,21870536,T1
4623012,11548510,T1
4471000,4623012,T1
4623012,17456565,T1
4623012,19912847,T1
4623012,9088422,T1
4623012,12614305,T1
4623012,22993367,T1
4623012,21488868,T1
4623012,6061402,T1
2362445,3613198,T1
3613198,20654105,T1
3613198,15461843,T1
3613198,12232011,T1
3239010,3613198,T1
3613198,23390255,T1
3613198,20806023,T1
3613198,7237618,T1
3613198,13121131,T1
3613198,20310134,T1
3613198,17984312,T1
3613198,6319887,T1
3613198,14876163,T1
3613198,15831694,T1
3613198,21285620,T1
978946,3613198,T1
3613198,11066056,T1
3613198,12728035,T1
3613198,21457925,T1
3613198,13396233,T1
16458722,17467778,T1
8805649,17467778,T1
9604063,17467778,T1
4193496,17467778,T1
5102753,17467778,T1
983037,17467778,T1
3978711,17467778,T1
7019245,17467778,T1
8793826,18623183,T1
8793826,18269745,T1
7760801,8793826,T1
8793826,12678589,T1
8793826,21870537,T1
4623013,8793826,T1
8793826,11548511,T1
831650,8793826,T1
8793826,17456566,T1
3768629,8793826,T1
8793826,19142737,T1
6814855,8793826,T1
8793826,19584878,T1
8793826,13028547,T1
8793826,11319480,T1
8793826,16466520,T1
8793826,16388708,T1
8793826,16224018,T1
8793826,14183084,T1
367771,8793826,T1
2711645,8793826,T1
8793826,12172485,T1
8793826,14317426,T1
1458629,8793826,T1
8793826,15571542,T1
250596,8793826,T1
8793826,10287987,T1
6244937,8793826,T1
6061403,8793826,T1
1421558,8793826,T1
8793826,13902981,T1
8612648,8793826,T1
8793826,22246375,T1
8793826,13783899,T1
7132186,8793826,T1
8793826,9693857,T1
8793826,18731110,T1
1966263,8793826,T1
8778962,8793826,T1
411631,8793826,T1
8793826,19912848,T1
8793826,21488869,T1
2532322,8793826,T1
8793826,16351776,T1
4518934,8793826,T1
948487,8793826,T1
8625347,8793826,T1
4471001,8793826,T1
8793826,22993368,T1
8793826,9088423,T1
16082064,20987164,T1
18269745,18623183,T1
7760801,18623183,T1
12678589,18623183,T1
18623183,21870537,T1
4623013,18623183,T1
11548511,18623183,T1
831650,18623183,T1
17456566,18623183,T1
3768629,18623183,T1
18623183,19142737,T1
6814855,18623183,T1
18623183,19584878,T1
13028547,18623183,T1
11319480,18623183,T1
16466520,18623183,T1
16388708,18623183,T1
16224018,18623183,T1
14183084,18623183,T1
367771,18623183,T1
2711645,18623183,T1
12172485,18623183,T1
14317426,18623183,T1
1458629,18623183,T1
15571542,18623183,T1
250596,18623183,T1
10287987,18623183,T1
6244937,18623183,T1
6061403,18623183,T1
1421558,18623183,T1
13902981,18623183,T1
8612648,18623183,T1
18623183,22246375,T1
13783899,18623183,T1
7132186,18623183,T1
9693857,18623183,T1
18623183,18731110,T1
1966263,18623183,T1
8778962,18623183,T1
411631,18623183,T1
18623183,19912848,T1
18623183,21488869,T1
2532322,18623183,T1
16351776,18623183,T1
4518934,18623183,T1
948487,18623183,T1
8625347,18623183,T1
4471001,18623183,T1
18623183,22993368,T1
9088423,18623183,T1
481939,587124,T1
210006,587124,T1
587124,942693,T1
460892,587124,T1
282431,587124,T1
587124,628819,T1
587124,861011,T1
340064,587124,T1
587124,892621,T1
587124,812803,T1
7667,587124,T1
523070,587124,T1
587124,945607,T1
587124,645756,T1
112491,587124,T1
333433,587124,T1
320979,587124,T1
587124,800221,T1
587124,888827,T1
189777,587124,T1
268806,587124,T1
587124,653371,T1
555513,587124,T1
587124,860578,T1
587124,778678,T1
274159,587124,T1
119263,587124,T1
661,587124,T1
587124,679959,T1
587124,775729,T1
587124,823074,T1
131811,587124,T1
492619,587124,T1
181591,587124,T1
310580,587124,T1
587124,621591,T1
204078,587124,T1
100791,587124,T1
235245,587124,T1
81287,587124,T1
587124,764085,T1
587124,643933,T1
587124,689011,T1
587124,952242,T1
482330,587124,T1
587124,709767,T1
473797,587124,T1
62362,587124,T1
569269,587124,T1
364438,587124,T1
587124,736738,T1
238176,587124,T1
480017,587124,T1
587124,608747,T1
9563,587124,T1
587124,680174,T1
257201,587124,T1
587124,601526,T1
587124,941896,T1
587124,820872,T1
587124,859157,T1
146579,587124,T1
587124,935017,T1
310182,587124,T1
280040,587124,T1
587124,604392,T1
420619,587124,T1
587124,922476,T1
587124,838844,T1
587124,778641,T1
441377,587124,T1
137600,587124,T1
587124,649639,T1
587124,737699,T1
120730,587124,T1
91017,587124,T1
587124,704314,T1
149935,587124,T1
38361,587124,T1
587124,682785,T1
587124,849586,T1
433062,587124,T1
413237,587124,T1
120707,587124,T1
543096,587124,T1
272355,587124,T1
587124,615902,T1
253661,587124,T1
47756,587124,T1
520600,587124,T1
161760,587124,T1
431827,587124,T1
587124,756962,T1
587124,765103,T1
536114,587124,T1
145197,587124,T1
44823,587124,T1
587124,860848,T1
330896,740874,T1
659316,740874,T1
6031248,23596949,T1
6031248,11993046,T1
2418918,6031248,T1
755203,792644,T1
78966,755203,T1
33845,755203,T1
567476,755203,T1
638963,755203,T1
755203,810724,T1
755203,850680,T1
755203,839385,T1
288978,755203,T1
586503,755203,T1
755203,934048,T1
116038,755203,T1
755203,804637,T1
346058,755203,T1
534739,755203,T1
413562,755203,T1
755203,810884,T1
536614,755203,T1
755203,822452,T1
601908,755203,T1
755203,811157,T1
536222,755203,T1
755203,814473,T1
755203,950938,T1
755203,896372,T1
40044,755203,T1
662799,755203,T1
597134,755203,T1
755203,854262,T1
649595,755203,T1
755203,801395,T1
665978,755203,T1
621362,755203,T1
189963,755203,T1
258490,755203,T1
653541,755203,T1
624490,755203,T1
636262,755203,T1
397240,755203,T1
755203,908793,T1
755203,841724,T1
241286,755203,T1
414463,755203,T1
614390,755203,T1
126187,755203,T1
708766,755203,T1
46158,755203,T1
755203,832329,T1
137780,755203,T1
305886,755203,T1
339301,755203,T1
332635,755203,T1
213301,755203,T1
755203,946865,T1
44949,755203,T1
10851,755203,T1
223631,755203,T1
330216,755203,T1
88047,755203,T1
530882,755203,T1
300397,755203,T1
168607,755203,T1
755203,820905,T1
228925,755203,T1
755203,916271,T1
755203,896701,T1
47337,755203,T1
668660,755203,T1
755203,949221,T1
755203,840277,T1
292999,755203,T1
751335,755203,T1
161844,755203,T1
470160,755203,T1
92552,755203,T1
755203,793635,T1
370982,755203,T1
746544,755203,T1
93208,755203,T1
755203,777609,T1
302513,755203,T1
689689,755203,T1
272875,755203,T1
303331,755203,T1
755203,896284,T1
130757,755203,T1
184741,755203,T1
567313,755203,T1
709584,755203,T1
79355,755203,T1
755203,813913,T1
210587,755203,T1
78966,792644,T1
33845,792644,T1
567476,792644,T1
638963,792644,T1
792644,810724,T1
792644,850680,T1
792644,839385,T1
288978,792644,T1
586503,792644,T1
792644,934048,T1
116038,792644,T1
792644,804637,T1
346058,792644,T1
534739,792644,T1
413562,792644,T1
792644,810884,T1
536614,792644,T1
792644,822452,T1
601908,792644,T1
792644,811157,T1
536222,792644,T1
792644,814473,T1
792644,950938,T1
792644,896372,T1
40044,792644,T1
662799,792644,T1
597134,792644,T1
792644,854262,T1
649595,792644,T1
792644,801395,T1
665978,792644,T1
621362,792644,T1
189963,792644,T1
258490,792644,T1
653541,792644,T1
624490,792644,T1
636262,792644,T1
397240,792644,T1
792644,908793,T1
792644,841724,T1
241286,792644,T1
414463,792644,T1
614390,792644,T1
126187,792644,T1
708766,792644,T1
46158,792644,T1
792644,832329,T1
137780,792644,T1
305886,792644,T1
339301,792644,T1
332635,792644,T1
213301,792644,T1
792644,946865,T1
44949,792644,T1
10851,792644,T1
223631,792644,T1
330216,792644,T1
88047,792644,T1
530882,792644,T1
300397,792644,T1
168607,792644,T1
792644,820905,T1
228925,792644,T1
792644,916271,T1
792644,896701,T1
47337,792644,T1
668660,792644,T1
792644,949221,T1
792644,840277,T1
292999,792644,T1
751335,792644,T1
161844,792644,T1
470160,792644,T1
92552,792644,T1
792644,793635,T1
370982,792644,T1
746544,792644,T1
93208,792644,T1
777609,792644,T1
302513,792644,T1
689689,792644,T1
272875,792644,T1
303331,792644,T1
792644,896284,T1
130757,792644,T1
184741,792644,T1
567313,792644,T1
709584,792644,T1
79355,792644,T1
792644,813913,T1
210587,792644,T1
367770,8625346,T1
8625346,14317425,T1
8625346,18269744,T1
2461168,8625346,T1
8625346,8793825,T1
8625346,16351775,T1
7760800,8625346,T1
8625346,16224017,T1
8625346,13783898,T1
8625346,19584877,T1
2711644,8625346,T1
8625346,8778961,T1
8625346,12172484,T1
8625346,15571541,T1
1458628,8625346,T1
411630,8625346,T1
3768628,8625346,T1
831649,8625346,T1
6814854,8625346,T1
8625346,18623182,T1
1421557,8625346,T1
8625346,14183083,T1
8625346,16466519,T1
8625346,22246374,T1
250595,8625346,T1
7132185,8625346,T1
8625346,9693856,T1
948486,8625346,T1
1966262,8625346,T1
8625346,10287986,T1
8625346,18731109,T1
8625346,19142736,T1
6244936,8625346,T1
8625346,13028546,T1
2532321,8625346,T1
8625346,11319479,T1
8625346,16388707,T1
8625346,13902980,T1
8612647,8625346,T1
4518933,8625346,T1
8625346,12678588,T1
8625346,21870536,T1
8625346,11548510,T1
4471000,8625346,T1
8625346,17456565,T1
8625346,19912847,T1
8625346,9088422,T1
8625346,12614305,T1
8625346,22993367,T1
8625346,21488868,T1
6061402,8625346,T1
33845,78966,T1
78966,567476,T1
78966,638963,T1
78966,810724,T1
78966,850680,T1
78966,839385,T1
78966,288978,T1
78966,586503,T1
78966,934048,T1
78966,116038,T1
78966,804637,T1
78966,346058,T1
78966,534739,T1
78966,413562,T1
78966,810884,T1
78966,536614,T1
78966,822452,T1
78966,601908,T1
78966,811157,T1
78966,536222,T1
78966,814473,T1
78966,950938,T1
78966,896372,T1
40044,78966,T1
78966,662799,T1
78966,597134,T1
78966,854262,T1
78966,649595,T1
78966,801395,T1
78966,665978,T1
78966,621362,T1
78966,189963,T1
78966,258490,T1
78966,653541,T1
78966,624490,T1
78966,636262,T1
78966,397240,T1
78966,908793,T1
78966,841724,T1
78966,241286,T1
78966,414463,T1
78966,614390,T1
78966,126187,T1
78966,708766,T1
46158,78966,T1
78966,832329,T1
78966,137780,T1
78966,305886,T1
78966,339301,T1
78966,332635,T1
78966,213301,T1
78966,946865,T1
44949,78966,T1
10851,78966,T1
78966,223631,T1
78966,330216,T1
78966,88047,T1
78966,530882,T1
78966,300397,T1
78966,168607,T1
78966,820905,T1
78966,228925,T1
78966,916271,T1
78966,896701,T1
47337,78966,T1
78966,668660,T1
78966,949221,T1
78966,840277,T1
78966,292999,T1
78966,751335,T1
78966,161844,T1
78966,470160,T1
78966,92552,T1
78966,793635,T1
78966,370982,T1
78966,746544,T1
78966,93208,T1
78966,777609,T1
78966,302513,T1
78966,689689,T1
78966,272875,T1
78966,303331,T1
78966,896284,T1
78966,130757,T1
78966,184741,T1
78966,567313,T1
78966,709584,T1
78966,79355,T1
78966,813913,T1
78966,210587,T1
2362445,20654105,T1
2362445,15461843,T1
2362445,12232011,T1
2362445,3239010,T1
2362445,23390255,T1
2362445,20806023,T1
2362445,7237618,T1
2362445,13121131,T1
2362445,20310134,T1
2362445,17984312,T1
2362445,6319887,T1
2362445,14876163,T1
2362445,15831694,T1
2362445,21285620,T1
978946,2362445,T1
2362445,11066056,T1
2362445,12728035,T1
2362445,21457925,T1
2362445,13396233,T1
3493991,9604062,T1
5102752,9604062,T1
9604062,16458721,T1
8805648,9604062,T1
4193495,9604062,T1
9604062,17467777,T1
210006,481939,T1
481939,942693,T1
460892,481939,T1
282431,481939,T1
481939,628819,T1
